State,Year,Month,TelehealthType,ServiceType,ServiceCount,RatePer1000Beneficiaries,DataQuality
Missouri,2022,202211,Store and forward,All,0.00,DS,
Missouri,2022,202212,Live audio/video,All,48992.00,32.3,
Missouri,2022,202212,Other telehealth,All,116.00,0,
Missouri,2022,202212,Remote patient monitoring,All,497.00,0,
Missouri,2022,202212,Store and forward,All,0.00,DS,
Montana,2018,201801,Live audio/video,All,2429.00,8.6,
Montana,2018,201801,Other telehealth,All,0.00,0,
Montana,2018,201801,Remote patient monitoring,All,0.00,DS,
Montana,2018,201801,Store and forward,All,0.00,DS,
Montana,2018,201802,Live audio/video,All,2253.00,7.9,
Montana,2018,201802,Other telehealth,All,0.00,DS,
Montana,2018,201802,Remote patient monitoring,All,0.00,0,
Montana,2018,201802,Store and forward,All,0.00,DS,
Montana,2018,201803,Live audio/video,All,2235.00,7.8,
Montana,2018,201803,Other telehealth,All,0.00,0,
Montana,2018,201803,Remote patient monitoring,All,0.00,DS,
Montana,2018,201803,Store and forward,All,0.00,DS,
Montana,2018,201804,Live audio/video,All,2091.00,7.3,
Montana,2018,201804,Other telehealth,All,0.00,0,
Montana,2018,201804,Remote patient monitoring,All,0.00,0,
Montana,2018,201804,Store and forward,All,0.00,DS,
Montana,2018,201805,Live audio/video,All,2767.00,9.7,
Montana,2018,201805,Other telehealth,All,0.00,0,
Montana,2018,201805,Remote patient monitoring,All,0.00,0,
Montana,2018,201805,Store and forward,All,0.00,DS,
Montana,2018,201806,Live audio/video,All,2347.00,8.2,
Montana,2018,201806,Other telehealth,All,0.00,0,
Montana,2018,201806,Remote patient monitoring,All,0.00,0,
Montana,2018,201806,Store and forward,All,0.00,0,
Montana,2018,201807,Live audio/video,All,2561.00,8.9,
Montana,2018,201807,Other telehealth,All,0.00,0,
Montana,2018,201807,Remote patient monitoring,All,0.00,0,
Montana,2018,201807,Store and forward,All,0.00,0,
Montana,2018,201808,Live audio/video,All,2971.00,10.4,
Montana,2018,201808,Other telehealth,All,0.00,0,
Montana,2018,201808,Remote patient monitoring,All,0.00,0,
Montana,2018,201808,Store and forward,All,0.00,0,
Montana,2018,201809,Live audio/video,All,2939.00,10.3,
Montana,2018,201809,Other telehealth,All,0.00,0,
Montana,2018,201809,Remote patient monitoring,All,0.00,DS,
Montana,2018,201809,Store and forward,All,0.00,DS,
Montana,2018,201810,Live audio/video,All,3564.00,12.5,
Montana,2018,201810,Other telehealth,All,0.00,0,
Montana,2018,201810,Remote patient monitoring,All,0.00,0,
Montana,2018,201810,Store and forward,All,0.00,DS,
Montana,2018,201811,Live audio/video,All,3188.00,11.2,
Montana,2018,201811,Other telehealth,All,0.00,0,
Montana,2018,201811,Remote patient monitoring,All,0.00,0,
Montana,2018,201811,Store and forward,All,0.00,0,
Montana,2018,201812,Live audio/video,All,2765.00,9.7,
Montana,2018,201812,Other telehealth,All,0.00,0,
Montana,2018,201812,Remote patient monitoring,All,0.00,0,
Montana,2018,201812,Store and forward,All,0.00,0,
Montana,2019,201901,Live audio/video,All,3146.00,11,
Montana,2019,201901,Other telehealth,All,0.00,0,
Montana,2019,201901,Remote patient monitoring,All,0.00,0,
Montana,2019,201901,Store and forward,All,0.00,0,
Montana,2019,201902,Live audio/video,All,2583.00,9,
Montana,2019,201902,Other telehealth,All,0.00,0,
Montana,2019,201902,Remote patient monitoring,All,0.00,0,
Montana,2019,201902,Store and forward,All,0.00,DS,
Montana,2019,201903,Live audio/video,All,2898.00,10.2,
Montana,2019,201903,Other telehealth,All,0.00,0,
Montana,2019,201903,Remote patient monitoring,All,0.00,0,
Montana,2019,201903,Store and forward,All,0.00,DS,
Montana,2019,201904,Live audio/video,All,3058.00,10.8,
Montana,2019,201904,Other telehealth,All,0.00,0,
Montana,2019,201904,Remote patient monitoring,All,0.00,DS,
Montana,2019,201904,Store and forward,All,0.00,0,
Montana,2019,201905,Live audio/video,All,3290.00,11.7,
Montana,2019,201905,Other telehealth,All,0.00,DS,
Montana,2019,201905,Remote patient monitoring,All,0.00,0,
Montana,2019,201905,Store and forward,All,0.00,DS,
Montana,2019,201906,Live audio/video,All,2772.00,9.9,
Montana,2019,201906,Other telehealth,All,0.00,DS,
Montana,2019,201906,Remote patient monitoring,All,0.00,DS,
Montana,2019,201906,Store and forward,All,0.00,DS,
Montana,2019,201907,Live audio/video,All,3062.00,11.1,
Montana,2019,201907,Other telehealth,All,0.00,DS,
Montana,2019,201907,Remote patient monitoring,All,0.00,0,
Montana,2019,201907,Store and forward,All,0.00,0,
Montana,2019,201908,Live audio/video,All,3054.00,11.1,
Montana,2019,201908,Other telehealth,All,0.00,DS,
Montana,2019,201908,Remote patient monitoring,All,0.00,DS,
Montana,2019,201908,Store and forward,All,0.00,DS,
Montana,2019,201909,Live audio/video,All,3008.00,11,
Montana,2019,201909,Other telehealth,All,0.00,DS,
Montana,2019,201909,Remote patient monitoring,All,0.00,DS,
Montana,2019,201909,Store and forward,All,0.00,DS,
Montana,2019,201910,Live audio/video,All,3338.00,12.2,
Montana,2019,201910,Other telehealth,All,0.00,DS,
Montana,2019,201910,Remote patient monitoring,All,0.00,DS,
Montana,2019,201910,Store and forward,All,0.00,0,
Montana,2019,201911,Live audio/video,All,2648.00,9.8,
Montana,2019,201911,Other telehealth,All,0.00,0,
Montana,2019,201911,Remote patient monitoring,All,0.00,DS,
Montana,2019,201911,Store and forward,All,0.00,0,
Montana,2019,201912,Live audio/video,All,2803.00,10.4,
Montana,2019,201912,Other telehealth,All,0.00,DS,
Montana,2019,201912,Remote patient monitoring,All,0.00,0,
Montana,2019,201912,Store and forward,All,0.00,DS,
Montana,2020,202001,Live audio/video,All,3030.00,11.4,
Montana,2020,202001,Other telehealth,All,0.00,0,
Montana,2020,202001,Remote patient monitoring,All,0.00,DS,
Montana,2020,202001,Store and forward,All,0.00,DS,
Montana,2020,202002,Live audio/video,All,2716.00,10.4,
Montana,2020,202002,Other telehealth,All,0.00,DS,
Montana,2020,202002,Remote patient monitoring,All,0.00,0,
Montana,2020,202002,Store and forward,All,0.00,DS,
Montana,2020,202003,Live audio/video,All,21659.00,83.9,
Montana,2020,202003,Other telehealth,All,87.00,0,
Montana,2020,202003,Remote patient monitoring,All,0.00,0,
Montana,2020,202003,Store and forward,All,25.00,0,
Montana,2020,202004,Live audio/video,All,70575.00,270.7,
Montana,2020,202004,Other telehealth,All,133.00,0.5,
Montana,2020,202004,Remote patient monitoring,All,0.00,DS,
Montana,2020,202004,Store and forward,All,178.00,0.7,
Montana,2020,202005,Live audio/video,All,50285.00,190.7,
Montana,2020,202005,Other telehealth,All,29.00,0,
Montana,2020,202005,Remote patient monitoring,All,0.00,DS,
Montana,2020,202005,Store and forward,All,133.00,0.5,
Montana,2020,202006,Live audio/video,All,33328.00,125,
Montana,2020,202006,Other telehealth,All,24.00,0,
Montana,2020,202006,Remote patient monitoring,All,0.00,0,
Montana,2020,202006,Store and forward,All,109.00,0,
Montana,2020,202007,Live audio/video,All,31418.00,116.6,
Montana,2020,202007,Other telehealth,All,30.00,0,
Montana,2020,202007,Remote patient monitoring,All,0.00,DS,
Montana,2020,202007,Store and forward,All,81.00,0,
Montana,2020,202008,Live audio/video,All,28201.00,103.3,
Montana,2020,202008,Other telehealth,All,19.00,0,
Montana,2020,202008,Remote patient monitoring,All,0.00,DS,
Montana,2020,202008,Store and forward,All,46.00,0,
Montana,2020,202009,Live audio/video,All,29865.00,108.4,
Montana,2020,202009,Other telehealth,All,20.00,0,
Montana,2020,202009,Remote patient monitoring,All,0.00,DS,
Montana,2020,202009,Store and forward,All,49.00,0,
Montana,2020,202010,Live audio/video,All,35418.00,127.3,
Montana,2020,202010,Other telehealth,All,32.00,0,
Montana,2020,202010,Remote patient monitoring,All,0.00,DS,
Montana,2020,202010,Store and forward,All,95.00,0,
Montana,2020,202011,Live audio/video,All,37028.00,131,
Montana,2020,202011,Other telehealth,All,15.00,0,
Montana,2020,202011,Remote patient monitoring,All,0.00,DS,
Montana,2020,202011,Store and forward,All,93.00,0,
Montana,2020,202012,Live audio/video,All,39393.00,136.8,
Montana,2020,202012,Other telehealth,All,23.00,0,
Montana,2020,202012,Remote patient monitoring,All,0.00,DS,
Montana,2020,202012,Store and forward,All,69.00,0,
Montana,2021,202101,Live audio/video,All,35268.00,121.8,
Montana,2021,202101,Other telehealth,All,14.00,0,
Montana,2021,202101,Remote patient monitoring,All,0.00,DS,
Montana,2021,202101,Store and forward,All,88.00,0,
Montana,2021,202102,Live audio/video,All,34267.00,117.6,
Montana,2021,202102,Other telehealth,All,17.00,0,
Montana,2021,202102,Remote patient monitoring,All,0.00,DS,
Montana,2021,202102,Store and forward,All,110.00,0,
Montana,2021,202103,Live audio/video,All,34244.00,116.6,
Montana,2021,202103,Other telehealth,All,14.00,0,
Montana,2021,202103,Remote patient monitoring,All,0.00,DS,
Montana,2021,202103,Store and forward,All,105.00,0,
Montana,2021,202104,Live audio/video,All,29806.00,100.9,
Montana,2021,202104,Other telehealth,All,0.00,DS,
Montana,2021,202104,Remote patient monitoring,All,0.00,DS,
Montana,2021,202104,Store and forward,All,62.00,0,
Montana,2021,202105,Live audio/video,All,26118.00,87.8,
Montana,2021,202105,Other telehealth,All,0.00,DS,
Montana,2021,202105,Remote patient monitoring,All,0.00,DS,
Montana,2021,202105,Store and forward,All,49.00,0,
Montana,2021,202106,Live audio/video,All,25058.00,83.8,
Montana,2021,202106,Other telehealth,All,0.00,DS,
Montana,2021,202106,Remote patient monitoring,All,0.00,DS,
Montana,2021,202106,Store and forward,All,37.00,0,
Montana,2021,202107,Live audio/video,All,21512.00,71.5,
Montana,2021,202107,Other telehealth,All,11.00,0,
Montana,2021,202107,Remote patient monitoring,All,0.00,DS,
Montana,2021,202107,Store and forward,All,49.00,0,
Montana,2021,202108,Live audio/video,All,22107.00,72.9,
Montana,2021,202108,Other telehealth,All,0.00,DS,
Montana,2021,202108,Remote patient monitoring,All,0.00,DS,
Montana,2021,202108,Store and forward,All,94.00,0,
Montana,2021,202109,Live audio/video,All,24834.00,81.6,
Montana,2021,202109,Other telehealth,All,13.00,0,
Montana,2021,202109,Remote patient monitoring,All,13.00,0,
Montana,2021,202109,Store and forward,All,126.00,0,
Montana,2021,202110,Live audio/video,All,24061.00,78.7,
Montana,2021,202110,Other telehealth,All,0.00,DS,
Montana,2021,202110,Remote patient monitoring,All,36.00,0,
Montana,2021,202110,Store and forward,All,141.00,0.5,
Montana,2021,202111,Live audio/video,All,24119.00,78.3,
Montana,2021,202111,Other telehealth,All,0.00,DS,
Montana,2021,202111,Remote patient monitoring,All,17.00,0,
Montana,2021,202111,Store and forward,All,133.00,0,
Montana,2021,202112,Live audio/video,All,24616.00,79,
Montana,2021,202112,Other telehealth,All,0.00,DS,
Montana,2021,202112,Remote patient monitoring,All,22.00,0,
Montana,2021,202112,Store and forward,All,214.00,0.7,
Montana,2022,202201,Live audio/video,All,27148.00,86.6,
Montana,2022,202201,Other telehealth,All,0.00,DS,
Montana,2022,202201,Remote patient monitoring,All,16.00,0,
Montana,2022,202201,Store and forward,All,224.00,0.7,
Montana,2022,202202,Live audio/video,All,25052.00,79.7,
Montana,2022,202202,Other telehealth,All,0.00,DS,
Montana,2022,202202,Remote patient monitoring,All,30.00,0,
Montana,2022,202202,Store and forward,All,249.00,0.8,
Montana,2022,202203,Live audio/video,All,26904.00,85.2,
Montana,2022,202203,Other telehealth,All,0.00,DS,
Montana,2022,202203,Remote patient monitoring,All,291.00,0.9,
Montana,2022,202203,Store and forward,All,212.00,0.7,
Montana,2022,202204,Live audio/video,All,23506.00,74.1,
Montana,2022,202204,Other telehealth,All,0.00,DS,
Montana,2022,202204,Remote patient monitoring,All,272.00,0.9,
Montana,2022,202204,Store and forward,All,214.00,0.7,
Montana,2022,202205,Live audio/video,All,22713.00,71.3,
Montana,2022,202205,Other telehealth,All,0.00,DS,
Montana,2022,202205,Remote patient monitoring,All,269.00,0.8,
Montana,2022,202205,Store and forward,All,253.00,0.8,
Montana,2022,202206,Live audio/video,All,23221.00,72.6,
Montana,2022,202206,Other telehealth,All,0.00,DS,
Montana,2022,202206,Remote patient monitoring,All,260.00,0.8,
Montana,2022,202206,Store and forward,All,172.00,0.5,
Montana,2022,202207,Live audio/video,All,19699.00,61.4,
Montana,2022,202207,Other telehealth,All,0.00,DS,
Montana,2022,202207,Remote patient monitoring,All,200.00,0.6,
Montana,2022,202207,Store and forward,All,137.00,0,
Montana,2022,202208,Live audio/video,All,22902.00,71,
Montana,2022,202208,Other telehealth,All,0.00,DS,
Montana,2022,202208,Remote patient monitoring,All,176.00,0.5,
Montana,2022,202208,Store and forward,All,136.00,0,
Montana,2022,202209,Live audio/video,All,21776.00,67.3,
Montana,2022,202209,Other telehealth,All,0.00,DS,
Montana,2022,202209,Remote patient monitoring,All,135.00,0,
Montana,2022,202209,Store and forward,All,185.00,0.6,
Montana,2022,202210,Live audio/video,All,21490.00,66.1,
Montana,2022,202210,Other telehealth,All,0.00,DS,
Montana,2022,202210,Remote patient monitoring,All,73.00,0,
Montana,2022,202210,Store and forward,All,186.00,0.6,
Montana,2022,202211,Live audio/video,All,23152.00,70.5,
Montana,2022,202211,Other telehealth,All,0.00,DS,
Montana,2022,202211,Remote patient monitoring,All,46.00,0,
Montana,2022,202211,Store and forward,All,204.00,0.6,
Montana,2022,202212,Live audio/video,All,22781.00,68.7,
Montana,2022,202212,Other telehealth,All,0.00,DS,
Montana,2022,202212,Remote patient monitoring,All,16.00,0,
Montana,2022,202212,Store and forward,All,174.00,0.5,
Nebraska,2018,201801,Live audio/video,All,588.00,2.3,
Nebraska,2018,201801,Other telehealth,All,0.00,0,
Nebraska,2018,201801,Remote patient monitoring,All,0.00,DS,
Nebraska,2018,201801,Store and forward,All,0.00,DS,
Nebraska,2018,201802,Live audio/video,All,581.00,2.3,
Nebraska,2018,201802,Other telehealth,All,0.00,0,
Nebraska,2018,201802,Remote patient monitoring,All,0.00,DS,
Nebraska,2018,201802,Store and forward,All,0.00,0,
Nebraska,2018,201803,Live audio/video,All,592.00,2.3,
Nebraska,2018,201803,Other telehealth,All,0.00,0,
Nebraska,2018,201803,Remote patient monitoring,All,12.00,0,
Nebraska,2018,201803,Store and forward,All,0.00,0,
Nebraska,2018,201804,Live audio/video,All,558.00,2.2,
Nebraska,2018,201804,Other telehealth,All,0.00,0,
Nebraska,2018,201804,Remote patient monitoring,All,11.00,0,
Nebraska,2018,201804,Store and forward,All,0.00,DS,
Nebraska,2018,201805,Live audio/video,All,610.00,2.4,
Nebraska,2018,201805,Other telehealth,All,0.00,0,
Nebraska,2018,201805,Remote patient monitoring,All,18.00,0,
Nebraska,2018,201805,Store and forward,All,0.00,DS,
Nebraska,2018,201806,Live audio/video,All,502.00,2,
Nebraska,2018,201806,Other telehealth,All,0.00,0,
Nebraska,2018,201806,Remote patient monitoring,All,0.00,DS,
Nebraska,2018,201806,Store and forward,All,0.00,0,
Nebraska,2018,201807,Live audio/video,All,512.00,2,
Nebraska,2018,201807,Other telehealth,All,0.00,0,
Nebraska,2018,201807,Remote patient monitoring,All,0.00,DS,
Nebraska,2018,201807,Store and forward,All,0.00,0,
Nebraska,2018,201808,Live audio/video,All,612.00,2.4,
Nebraska,2018,201808,Other telehealth,All,0.00,0,
Nebraska,2018,201808,Remote patient monitoring,All,0.00,DS,
Nebraska,2018,201808,Store and forward,All,0.00,0,
Nebraska,2018,201809,Live audio/video,All,485.00,1.9,
Nebraska,2018,201809,Other telehealth,All,0.00,0,
Nebraska,2018,201809,Remote patient monitoring,All,0.00,DS,
Nebraska,2018,201809,Store and forward,All,0.00,0,
Nebraska,2018,201810,Live audio/video,All,601.00,2.4,
Nebraska,2018,201810,Other telehealth,All,0.00,0,
Nebraska,2018,201810,Remote patient monitoring,All,0.00,DS,
Nebraska,2018,201810,Store and forward,All,0.00,DS,
Nebraska,2018,201811,Live audio/video,All,499.00,2,
Nebraska,2018,201811,Other telehealth,All,0.00,0,
Nebraska,2018,201811,Remote patient monitoring,All,0.00,DS,
Nebraska,2018,201811,Store and forward,All,0.00,DS,
Nebraska,2018,201812,Live audio/video,All,505.00,2,
Nebraska,2018,201812,Other telehealth,All,0.00,0,
Nebraska,2018,201812,Remote patient monitoring,All,0.00,DS,
Nebraska,2018,201812,Store and forward,All,0.00,0,
Nebraska,2019,201901,Live audio/video,All,635.00,2.5,
Nebraska,2019,201901,Other telehealth,All,0.00,0,
Nebraska,2019,201901,Remote patient monitoring,All,0.00,DS,
Nebraska,2019,201901,Store and forward,All,0.00,DS,
Nebraska,2019,201902,Live audio/video,All,591.00,2.3,
Nebraska,2019,201902,Other telehealth,All,0.00,0,
Nebraska,2019,201902,Remote patient monitoring,All,0.00,DS,
Nebraska,2019,201902,Store and forward,All,0.00,0,
Nebraska,2019,201903,Live audio/video,All,630.00,2.5,
Nebraska,2019,201903,Other telehealth,All,0.00,0,
Nebraska,2019,201903,Remote patient monitoring,All,0.00,DS,
Nebraska,2019,201903,Store and forward,All,0.00,DS,
Nebraska,2019,201904,Live audio/video,All,635.00,2.5,
Nebraska,2019,201904,Other telehealth,All,0.00,DS,
Nebraska,2019,201904,Remote patient monitoring,All,0.00,DS,
Nebraska,2019,201904,Store and forward,All,0.00,DS,
Nebraska,2019,201905,Live audio/video,All,634.00,2.5,
Nebraska,2019,201905,Other telehealth,All,0.00,0,
Nebraska,2019,201905,Remote patient monitoring,All,0.00,DS,
Nebraska,2019,201905,Store and forward,All,0.00,0,
Nebraska,2019,201906,Live audio/video,All,619.00,2.4,
Nebraska,2019,201906,Other telehealth,All,0.00,DS,
Nebraska,2019,201906,Remote patient monitoring,All,13.00,0,
Nebraska,2019,201906,Store and forward,All,0.00,DS,
Nebraska,2019,201907,Live audio/video,All,711.00,2.8,
Nebraska,2019,201907,Other telehealth,All,0.00,DS,
Nebraska,2019,201907,Remote patient monitoring,All,0.00,DS,
Nebraska,2019,201907,Store and forward,All,0.00,DS,
Nebraska,2019,201908,Live audio/video,All,680.00,2.7,
Nebraska,2019,201908,Other telehealth,All,0.00,DS,
Nebraska,2019,201908,Remote patient monitoring,All,0.00,DS,
Nebraska,2019,201908,Store and forward,All,0.00,DS,
Nebraska,2019,201909,Live audio/video,All,720.00,2.8,
Nebraska,2019,201909,Other telehealth,All,0.00,DS,
Nebraska,2019,201909,Remote patient monitoring,All,13.00,0,
Nebraska,2019,201909,Store and forward,All,0.00,0,
Nebraska,2019,201910,Live audio/video,All,797.00,3.1,
Nebraska,2019,201910,Other telehealth,All,0.00,DS,
Nebraska,2019,201910,Remote patient monitoring,All,20.00,0,
Nebraska,2019,201910,Store and forward,All,0.00,0,
Nebraska,2019,201911,Live audio/video,All,638.00,2.5,
Nebraska,2019,201911,Other telehealth,All,0.00,0,
Nebraska,2019,201911,Remote patient monitoring,All,16.00,0,
Nebraska,2019,201911,Store and forward,All,0.00,DS,
Nebraska,2019,201912,Live audio/video,All,671.00,2.6,
Nebraska,2019,201912,Other telehealth,All,0.00,DS,
Nebraska,2019,201912,Remote patient monitoring,All,23.00,0,
Nebraska,2019,201912,Store and forward,All,0.00,0,
Nebraska,2020,202001,Live audio/video,All,783.00,3.1,
Nebraska,2020,202001,Other telehealth,All,0.00,DS,
Nebraska,2020,202001,Remote patient monitoring,All,19.00,0,
Nebraska,2020,202001,Store and forward,All,0.00,0,
Nebraska,2020,202002,Live audio/video,All,782.00,3.1,
Nebraska,2020,202002,Other telehealth,All,0.00,DS,
Nebraska,2020,202002,Remote patient monitoring,All,18.00,0,
Nebraska,2020,202002,Store and forward,All,0.00,0,
Nebraska,2020,202003,Live audio/video,All,11249.00,44.2,
Nebraska,2020,202003,Other telehealth,All,230.00,0.9,
Nebraska,2020,202003,Remote patient monitoring,All,35.00,0,
Nebraska,2020,202003,Store and forward,All,69.00,0,
Nebraska,2020,202004,Live audio/video,All,46895.00,183,
Nebraska,2020,202004,Other telehealth,All,554.00,2.2,
Nebraska,2020,202004,Remote patient monitoring,All,75.00,0,
Nebraska,2020,202004,Store and forward,All,136.00,0.5,
Nebraska,2020,202005,Live audio/video,All,42719.00,164.5,
Nebraska,2020,202005,Other telehealth,All,193.00,0.7,
Nebraska,2020,202005,Remote patient monitoring,All,44.00,0,
Nebraska,2020,202005,Store and forward,All,100.00,0,
Nebraska,2020,202006,Live audio/video,All,37395.00,142,
Nebraska,2020,202006,Other telehealth,All,99.00,0,
Nebraska,2020,202006,Remote patient monitoring,All,36.00,0,
Nebraska,2020,202006,Store and forward,All,98.00,0,
Nebraska,2020,202007,Live audio/video,All,30780.00,115.2,
Nebraska,2020,202007,Other telehealth,All,90.00,0,
Nebraska,2020,202007,Remote patient monitoring,All,31.00,0,
Nebraska,2020,202007,Store and forward,All,100.00,0,
Nebraska,2020,202008,Live audio/video,All,27717.00,102.1,
Nebraska,2020,202008,Other telehealth,All,123.00,0.5,
Nebraska,2020,202008,Remote patient monitoring,All,38.00,0,
Nebraska,2020,202008,Store and forward,All,81.00,0,
Nebraska,2020,202009,Live audio/video,All,27782.00,101.1,
Nebraska,2020,202009,Other telehealth,All,74.00,0,
Nebraska,2020,202009,Remote patient monitoring,All,91.00,0,
Nebraska,2020,202009,Store and forward,All,67.00,0,
Nebraska,2020,202010,Live audio/video,All,30828.00,104.8,
Nebraska,2020,202010,Other telehealth,All,87.00,0,
Nebraska,2020,202010,Remote patient monitoring,All,388.00,1.3,
Nebraska,2020,202010,Store and forward,All,68.00,0,
Nebraska,2020,202011,Live audio/video,All,33484.00,110.5,
Nebraska,2020,202011,Other telehealth,All,80.00,0,
Nebraska,2020,202011,Remote patient monitoring,All,294.00,1,
Nebraska,2020,202011,Store and forward,All,53.00,0,
Nebraska,2020,202012,Live audio/video,All,36719.00,117.8,
Nebraska,2020,202012,Other telehealth,All,78.00,0,
Nebraska,2020,202012,Remote patient monitoring,All,245.00,0.8,
Nebraska,2020,202012,Store and forward,All,58.00,0,
Nebraska,2021,202101,Live audio/video,All,33794.00,106.7,
Nebraska,2021,202101,Other telehealth,All,74.00,0,
Nebraska,2021,202101,Remote patient monitoring,All,233.00,0.7,
Nebraska,2021,202101,Store and forward,All,49.00,0,
Nebraska,2021,202102,Live audio/video,All,32094.00,100,
Nebraska,2021,202102,Other telehealth,All,49.00,0,
Nebraska,2021,202102,Remote patient monitoring,All,205.00,0.6,
Nebraska,2021,202102,Store and forward,All,48.00,0,
Nebraska,2021,202103,Live audio/video,All,32870.00,100.8,
Nebraska,2021,202103,Other telehealth,All,50.00,0,
Nebraska,2021,202103,Remote patient monitoring,All,225.00,0.7,
Nebraska,2021,202103,Store and forward,All,41.00,0,
Nebraska,2021,202104,Live audio/video,All,29045.00,87.8,
Nebraska,2021,202104,Other telehealth,All,46.00,0,
Nebraska,2021,202104,Remote patient monitoring,All,189.00,0.6,
Nebraska,2021,202104,Store and forward,All,37.00,0,
Nebraska,2021,202105,Live audio/video,All,23980.00,71.6,
Nebraska,2021,202105,Other telehealth,All,38.00,0,
Nebraska,2021,202105,Remote patient monitoring,All,173.00,0.5,
Nebraska,2021,202105,Store and forward,All,26.00,0,
Nebraska,2021,202106,Live audio/video,All,22494.00,66.4,
Nebraska,2021,202106,Other telehealth,All,40.00,0,
Nebraska,2021,202106,Remote patient monitoring,All,117.00,0,
Nebraska,2021,202106,Store and forward,All,20.00,0,
Nebraska,2021,202107,Live audio/video,All,19268.00,56.3,
Nebraska,2021,202107,Other telehealth,All,35.00,0,
Nebraska,2021,202107,Remote patient monitoring,All,77.00,0,
Nebraska,2021,202107,Store and forward,All,18.00,0,
Nebraska,2021,202108,Live audio/video,All,21425.00,61.8,
Nebraska,2021,202108,Other telehealth,All,60.00,0,
Nebraska,2021,202108,Remote patient monitoring,All,43.00,0,
Nebraska,2021,202108,Store and forward,All,21.00,0,
Nebraska,2021,202109,Live audio/video,All,21924.00,62.6,
Nebraska,2021,202109,Other telehealth,All,61.00,0,
Nebraska,2021,202109,Remote patient monitoring,All,70.00,0,
Nebraska,2021,202109,Store and forward,All,21.00,0,
Nebraska,2021,202110,Live audio/video,All,20712.00,58.5,
Nebraska,2021,202110,Other telehealth,All,51.00,0,
Nebraska,2021,202110,Remote patient monitoring,All,124.00,0,
Nebraska,2021,202110,Store and forward,All,0.00,DS,
Nebraska,2021,202111,Live audio/video,All,20791.00,58,
Nebraska,2021,202111,Other telehealth,All,59.00,0,
Nebraska,2021,202111,Remote patient monitoring,All,201.00,0.6,
Nebraska,2021,202111,Store and forward,All,14.00,0,
Nebraska,2021,202112,Live audio/video,All,20487.00,56.5,
Nebraska,2021,202112,Other telehealth,All,58.00,0,
Nebraska,2021,202112,Remote patient monitoring,All,86.00,0,
Nebraska,2021,202112,Store and forward,All,18.00,0,
Nebraska,2022,202201,Live audio/video,All,26419.00,72,
Nebraska,2022,202201,Other telehealth,All,118.00,0,
Nebraska,2022,202201,Remote patient monitoring,All,321.00,0.9,
Nebraska,2022,202201,Store and forward,All,31.00,0,
Nebraska,2022,202202,Live audio/video,All,22794.00,61.8,
Nebraska,2022,202202,Other telehealth,All,70.00,0,
Nebraska,2022,202202,Remote patient monitoring,All,196.00,0.5,
Nebraska,2022,202202,Store and forward,All,25.00,0,
Nebraska,2022,202203,Live audio/video,All,24079.00,64.8,
Nebraska,2022,202203,Other telehealth,All,25.00,0,
Nebraska,2022,202203,Remote patient monitoring,All,198.00,0.5,
Nebraska,2022,202203,Store and forward,All,24.00,0,
Nebraska,2022,202204,Live audio/video,All,19787.00,53,
Nebraska,2022,202204,Other telehealth,All,28.00,0,
Nebraska,2022,202204,Remote patient monitoring,All,185.00,0.5,
Nebraska,2022,202204,Store and forward,All,17.00,0,
Nebraska,2022,202205,Live audio/video,All,19692.00,52.4,
Nebraska,2022,202205,Other telehealth,All,38.00,0,
Nebraska,2022,202205,Remote patient monitoring,All,173.00,0.5,
Nebraska,2022,202205,Store and forward,All,19.00,0,
Nebraska,2022,202206,Live audio/video,All,19647.00,51.9,
Nebraska,2022,202206,Other telehealth,All,41.00,0,
Nebraska,2022,202206,Remote patient monitoring,All,159.00,0,
Nebraska,2022,202206,Store and forward,All,18.00,0,
Nebraska,2022,202207,Live audio/video,All,17854.00,46.8,
Nebraska,2022,202207,Other telehealth,All,50.00,0,
Nebraska,2022,202207,Remote patient monitoring,All,172.00,0.5,
Nebraska,2022,202207,Store and forward,All,14.00,0,
Nebraska,2022,202208,Live audio/video,All,20829.00,54,
Nebraska,2022,202208,Other telehealth,All,84.00,0,
Nebraska,2022,202208,Remote patient monitoring,All,164.00,0,
Nebraska,2022,202208,Store and forward,All,22.00,0,
Nebraska,2022,202209,Live audio/video,All,19357.00,49.9,
Nebraska,2022,202209,Other telehealth,All,52.00,0,
Nebraska,2022,202209,Remote patient monitoring,All,146.00,0,
Nebraska,2022,202209,Store and forward,All,19.00,0,
Nebraska,2022,202210,Live audio/video,All,18395.00,47.1,
Nebraska,2022,202210,Other telehealth,All,52.00,0,
Nebraska,2022,202210,Remote patient monitoring,All,171.00,0,
Nebraska,2022,202210,Store and forward,All,0.00,DS,
Nebraska,2022,202211,Live audio/video,All,19628.00,49.7,
Nebraska,2022,202211,Other telehealth,All,81.00,0,
Nebraska,2022,202211,Remote patient monitoring,All,180.00,0.5,
Nebraska,2022,202211,Store and forward,All,11.00,0,
Nebraska,2022,202212,Live audio/video,All,20505.00,51.5,
Nebraska,2022,202212,Other telehealth,All,152.00,0,
Nebraska,2022,202212,Remote patient monitoring,All,147.00,0,
Nebraska,2022,202212,Store and forward,All,15.00,0,
Nevada,2018,201801,Live audio/video,All,1542.00,2.2,Unusable
Nevada,2018,201801,Other telehealth,All,0.00,0,Unusable
Nevada,2018,201801,Remote patient monitoring,All,21.00,0,Unusable
